match_id,inning,player_id,player,bat_inning,ball_inning,ball_faced,run_scored,4s,6s,50s,100s,ball_delivered,run_given,wicket,catch,stump,run_out,dismissed_by,dismissal_type,dream11_score
1,0,123,DA Warner,1,0,9,14,2,1,0,0,0,0,0,2,0,0,A Choudhary,caught,34
1,0,427,S Dhawan,1,0,31,40,5,0,0,0,0,0,0,0,0,0,STR Binny,caught,45
1,0,293,MC Henriques,1,1,37,52,3,2,1,0,13,20,1,2,0,0,YS Chahal,caught,106
1,0,562,Yuvraj Singh,1,0,30,62,7,3,1,0,0,0,0,2,0,0,TS Mills,bowled,99
1,0,131,DJ Hooda,1,1,12,16,0,1,0,0,6,7,1,0,0,0,0,0,43
1,0,83,BCJ Cutting,1,1,6,16,0,2,0,0,24,35,0,0,0,0,0,0,20
1,0,106,CJ Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,92,Bipul Sharma,0,1,0,0,0,0,0,0,6,4,1,0,0,0,0,0,29
1,0,420,Rashid Khan,0,1,0,0,0,0,0,0,24,36,2,0,0,0,0,0,48
1,0,72,B Kumar,0,1,0,0,0,0,0,0,25,28,2,0,0,0,0,0,50
1,0,12,A Nehra,0,1,0,0,0,0,0,0,25,42,2,0,0,0,0,0,46
1,1,102,CH Gayle,1,0,23,32,2,3,0,0,0,0,0,0,0,0,DJ Hooda,caught,40
1,1,320,Mandeep Singh,1,0,16,24,5,0,0,0,0,0,0,1,0,0,Rashid Khan,bowled,37
1,1,245,KM Jadhav,1,0,18,31,4,1,0,0,0,0,0,0,0,0,0,run out,37
1,1,495,Sachin Baby,1,0,3,1,0,0,0,0,0,0,0,2,0,0,Bipul Sharma,caught,11
1,1,491,STR Binny,1,1,10,11,0,1,0,0,6,10,1,0,0,0,B Kumar,caught,34
1,1,521,TM Head,1,1,22,30,3,0,0,0,6,11,0,0,0,0,Rashid Khan,caught,27
1,1,483,SR Watson,1,1,17,22,1,1,0,0,18,41,0,0,0,0,A Nehra,caught,19
1,1,422,S Aravind,1,1,2,0,0,0,0,0,18,36,0,0,0,0,A Nehra,bowled,-12
1,1,558,YS Chahal,1,1,7,3,0,0,0,0,24,22,1,0,0,0,0,0,24
1,1,3,A Choudhary,1,1,2,6,0,1,0,0,28,55,1,0,0,0,0,0,27
1,1,525,TS Mills,1,1,3,6,0,1,0,0,25,32,1,0,0,0,B Kumar,caught,33
2,0,360,PA Patel,1,0,15,19,4,0,0,0,0,0,0,0,0,0,Imran Tahir,bowled,23
2,0,205,JC Buttler,1,0,19,38,3,3,0,0,0,0,0,0,0,0,Imran Tahir,lbw,47
2,0,400,RG Sharma,1,0,7,3,0,0,0,0,0,0,0,1,0,0,Imran Tahir,bowled,5
2,0,332,N Rana,1,0,29,34,1,2,0,0,0,0,0,1,0,0,A Zampa,caught,47
2,0,57,AT Rayudu,1,0,12,10,0,0,0,0,0,0,0,0,0,0,R Bhatia,caught and bowled,10
2,0,239,KH Pandya,1,1,6,3,0,0,0,0,12,21,0,0,0,0,R Bhatia,caught,-5
2,0,232,KA Pollard,1,1,17,27,3,1,0,0,12,30,0,0,0,0,BA Stokes,caught,26
2,0,176,HH Pandya,1,1,17,35,1,4,0,0,24,37,1,0,0,0,0,0,67
2,0,518,TG Southee,1,1,3,7,0,1,0,0,26,34,1,1,0,0,0,0,42
2,0,305,MJ McClenaghan,0,1,0,0,0,0,0,0,24,36,1,0,0,0,0,0,23
2,0,213,JJ Bumrah,0,1,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0
2,1,45,AM Rahane,1,0,34,60,6,3,1,0,0,0,0,0,0,0,TG Southee,caught,80
2,1,289,MA Agarwal,1,0,6,6,1,0,0,0,0,0,0,1,0,0,MJ McClenaghan,caught,15
2,1,481,SPD Smith,1,0,55,84,7,3,1,0,0,0,0,0,0,0,0,0,105
2,1,316,MS Dhoni,1,0,12,12,1,0,0,0,0,0,0,1,0,0,0,0,21
2,1,376,R Bhatia,0,1,0,0,0,0,0,0,18,14,2,1,0,0,0,0,62
2,1,19,A Zampa,0,1,0,0,0,0,0,0,19,27,1,0,0,0,0,0,25
2,1,189,Imran Tahir,0,1,0,0,0,0,0,0,24,28,3,0,0,0,0,0,75
2,1,78,BA Stokes,1,1,15,21,3,0,0,0,25,36,1,0,0,0,HH Pandya,caught,49
2,1,137,DL Chahar,0,1,0,0,0,0,0,0,12,21,0,0,0,0,0,0,-4
2,1,27,AB Dinda,0,1,0,0,0,0,0,0,27,58,0,0,0,0,0,0,-6
3,0,214,JJ Roy,1,0,13,14,3,0,0,0,0,0,0,0,0,0,PP Chawla,caught,17
3,0,80,BB McCullum,1,0,24,35,4,2,0,0,0,0,0,0,0,0,Kuldeep Yadav,lbw,43
3,0,466,SK Raina,1,0,52,68,7,0,1,0,0,0,0,0,0,0,0,0,83
3,0,41,AJ Finch,1,0,8,15,0,2,0,0,0,0,0,0,0,0,Kuldeep Yadav,caught,19
3,0,237,KD Karthik,1,0,25,47,6,2,0,0,0,0,0,0,0,0,TA Boult,caught,57
3,0,145,DR Smith,0,1,0,0,0,0,0,0,6,23,0,0,0,0,0,0,-6
3,0,456,SB Jakati,0,1,0,0,0,0,0,0,20,30,0,0,0,0,0,0,-2
3,0,433,S Kaushik,0,1,0,0,0,0,0,0,24,44,0,0,0,0,0,0,-6
3,0,317,MS Gony,0,1,0,0,0,0,0,0,15,32,0,0,0,0,0,0,-6
3,0,146,DS Kulkarni,0,1,0,0,0,0,0,0,19,42,0,0,0,0,0,0,-6
3,0,351,P Kumar,0,1,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0
3,1,158,G Gambhir,1,0,50,76,12,0,1,0,0,0,0,0,0,0,0,0,96
3,1,100,CA Lynn,1,0,46,93,6,8,1,0,0,0,0,0,0,0,0,0,123
3,1,557,YK Pathan,0,1,0,0,0,0,0,0,6,15,0,1,0,0,0,0,2
3,1,255,Kuldeep Yadav,0,1,0,0,0,0,0,0,24,25,2,2,0,0,0,0,66
3,1,113,CR Woakes,0,1,0,0,0,0,0,0,18,36,0,0,0,0,0,0,-6
3,1,480,SP Narine,0,1,0,0,0,0,0,0,24,33,0,0,0,0,0,0,0
3,1,367,PP Chawla,0,1,0,0,0,0,0,0,25,33,1,0,0,0,0,0,25
3,1,516,TA Boult,0,1,0,0,0,0,0,0,25,41,1,0,0,0,0,0,23
4,0,45,AM Rahane,1,0,15,19,1,1,0,0,0,0,0,0,0,0,T Natarajan,caught,22
4,0,289,MA Agarwal,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Sandeep Sharma,bowled,-6
4,0,481,SPD Smith,1,0,28,26,3,0,0,0,0,0,0,0,0,0,MP Stoinis,caught,29
4,0,78,BA Stokes,1,1,34,50,2,3,1,0,25,32,0,1,0,0,AR Patel,caught and bowled,74
4,0,316,MS Dhoni,1,0,13,5,0,0,0,0,0,0,0,0,0,0,Swapnil Singh,caught and bowled,-1
4,0,307,MK Tiwary,1,0,23,40,3,2,0,0,0,0,0,1,0,0,0,0,55
4,0,148,DT Christian,1,1,8,17,2,1,0,0,14,24,0,0,0,0,Sandeep Sharma,caught,17
4,0,376,R Bhatia,0,1,0,0,0,0,0,0,13,20,0,0,0,0,0,0,-2
4,0,396,RD Chahar,0,1,0,0,0,0,0,0,28,33,1,0,0,0,0,0,25
4,0,189,Imran Tahir,0,1,0,0,0,0,0,0,24,29,2,0,0,0,0,0,50
4,0,27,AB Dinda,0,1,0,0,0,0,0,0,18,26,1,0,0,0,0,0,25
4,1,177,HM Amla,1,0,27,28,2,1,0,0,0,0,0,0,0,0,RD Chahar,caught,32
4,1,286,M Vohra,1,0,11,14,1,1,0,0,0,0,0,1,0,0,AB Dinda,caught,25
4,1,549,WP Saha,1,0,9,14,3,0,0,0,0,0,0,0,0,0,Imran Tahir,bowled,17
4,1,164,GJ Maxwell,1,0,23,44,3,4,0,0,0,0,0,1,0,0,0,0,63
4,1,122,DA Miller,1,0,27,30,1,2,0,0,0,0,0,0,0,0,0,0,35
4,1,507,Swapnil Singh,0,1,0,0,0,0,0,0,12,14,1,0,0,0,0,0,25
4,1,313,MP Stoinis,0,1,0,0,0,0,0,0,21,28,1,1,0,0,0,0,33
4,1,512,T Natarajan,0,1,0,0,0,0,0,0,18,26,1,0,0,0,0,0,25
4,1,53,AR Patel,1,1,25,24,1,1,0,0,26,28,1,0,0,0,Imran Tahir,caught and bowled,52
4,1,310,MM Sharma,0,1,0,0,0,0,0,0,24,34,0,0,0,0,0,0,0
4,1,497,Sandeep Sharma,0,1,0,0,0,0,0,0,24,33,2,0,0,0,0,0,50
5,0,102,CH Gayle,1,0,9,6,1,0,0,0,0,0,0,0,0,0,CH Morris,caught,5
5,0,483,SR Watson,1,1,25,24,4,0,0,0,24,21,1,0,0,0,S Nadeem,stumped,55
5,0,320,Mandeep Singh,1,0,10,12,3,0,0,0,0,0,0,0,0,0,PJ Cummins,bowled,15
5,0,245,KM Jadhav,1,0,38,69,5,5,1,0,0,0,0,0,0,0,Z Khan,caught,92
5,0,491,STR Binny,1,0,19,16,1,0,0,0,0,0,0,1,0,0,Z Khan,caught,25
5,0,545,Vishnu Vinod,1,0,5,9,0,1,0,0,0,0,0,0,0,0,0,run out,11
5,0,352,P Negi,1,1,8,10,0,1,0,0,6,3,2,0,0,0,CH Morris,bowled,68
5,0,190,Iqbal Abdulla,1,1,7,5,0,0,0,0,21,36,2,0,0,0,0,0,51
5,0,525,TS Mills,1,1,3,0,0,0,0,0,24,33,1,0,0,0,CH Morris,bowled,19
5,0,558,YS Chahal,0,1,0,0,0,0,0,0,24,20,1,0,0,0,0,0,27
5,0,75,B Stanlake,0,1,0,0,0,0,0,0,25,29,2,1,0,0,0,0,58
5,1,51,AP Tare,1,0,18,18,3,0,0,0,0,0,0,0,0,0,TS Mills,bowled,21
5,1,493,SW Billings,1,0,19,25,1,1,0,0,0,0,0,1,0,0,Iqbal Abdulla,caught,36
5,1,242,KK Nair,1,0,3,4,1,0,0,0,0,0,0,0,0,0,B Stanlake,bowled,5
5,1,492,SV Samson,1,0,12,13,1,0,0,0,0,0,0,1,0,0,B Stanlake,caught,22
5,1,408,RR Pant,1,0,39,57,3,4,1,0,0,0,0,0,1,0,P Negi,bowled,88
5,1,112,CR Brathwaite,1,1,5,1,0,0,0,0,13,29,0,0,0,0,YS Chahal,bowled,-11
5,1,9,A Mishra,1,1,14,8,0,0,0,0,12,32,0,0,0,0,0,0,-2
5,1,439,S Nadeem,1,1,2,0,0,0,0,0,25,13,1,0,0,0,P Negi,caught and bowled,25
5,1,364,PJ Cummins,1,1,6,6,1,0,0,0,25,30,1,0,0,0,SR Watson,bowled,32
5,1,103,CH Morris,1,1,5,4,0,0,0,0,24,22,3,1,0,0,Iqbal Abdulla,lbw,89
5,1,563,Z Khan,1,1,1,1,0,0,0,0,25,31,3,0,0,0,0,0,76
6,0,214,JJ Roy,1,0,21,31,5,0,0,0,0,0,0,0,0,0,B Kumar,caught,36
6,0,80,BB McCullum,1,0,10,5,0,0,0,0,0,0,0,1,0,0,Rashid Khan,lbw,9
6,0,466,SK Raina,1,1,8,5,0,0,0,0,12,24,0,0,0,0,Rashid Khan,lbw,-3
6,0,41,AJ Finch,1,0,5,3,0,0,0,0,0,0,0,0,0,0,Rashid Khan,lbw,1
6,0,237,KD Karthik,1,0,32,30,2,0,0,0,0,0,0,0,0,0,A Nehra,caught,32
6,0,145,DR Smith,1,0,27,37,4,1,0,0,0,0,0,0,0,0,B Kumar,caught,43
6,0,146,DS Kulkarni,1,1,2,1,0,0,0,0,12,17,0,0,0,0,0,run out,-3
6,0,351,P Kumar,1,1,7,7,0,0,0,0,12,16,1,0,0,0,0,0,32
6,0,91,Basil Thampi,1,1,8,13,0,1,0,0,14,21,0,0,0,0,0,0,13
6,0,433,S Kaushik,0,1,0,0,0,0,0,0,25,29,0,0,0,0,0,0,0
6,0,526,Tejas Baroka,0,1,0,0,0,0,0,0,21,33,0,0,0,0,0,0,-2
6,1,123,DA Warner,1,0,47,76,6,4,1,0,0,0,0,0,0,0,0,0,98
6,1,427,S Dhawan,1,0,9,9,0,1,0,0,0,0,0,1,0,0,P Kumar,caught,19
6,1,537,V Shankar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
6,1,342,NV Ojha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
6,1,293,MC Henriques,1,1,40,52,6,0,1,0,6,12,0,0,0,0,0,0,60
6,1,83,BCJ Cutting,0,1,0,0,0,0,0,0,18,29,0,0,0,0,0,0,-2
6,1,420,Rashid Khan,0,1,0,0,0,0,0,0,24,19,3,0,0,0,0,0,79
6,1,12,A Nehra,0,1,0,0,0,0,0,0,24,28,2,0,0,0,0,0,50
6,1,72,B Kumar,0,1,0,0,0,0,0,0,24,23,2,0,0,0,0,0,52
6,1,92,Bipul Sharma,0,1,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0
7,0,158,G Gambhir,1,0,13,19,3,0,0,0,0,0,0,0,0,0,KH Pandya,caught,22
7,0,100,CA Lynn,1,0,28,32,3,1,0,0,0,0,0,0,0,0,JJ Bumrah,lbw,37
7,0,418,RV Uthappa,1,0,3,4,1,0,0,0,0,0,0,1,0,0,KH Pandya,caught,13
7,0,306,MK Pandey,1,0,48,81,5,5,1,0,0,0,0,0,0,0,0,0,104
7,0,557,YK Pathan,1,0,11,6,0,0,0,0,0,0,0,0,0,0,KH Pandya,caught,2
7,0,454,SA Yadav,1,0,15,17,2,0,0,0,0,0,0,0,0,0,SL Malinga,caught,19
7,0,113,CR Woakes,1,1,8,9,0,0,0,0,28,36,1,0,0,0,SL Malinga,caught,34
7,0,480,SP Narine,1,1,2,1,0,0,0,0,24,22,1,1,0,0,MJ McClenaghan,lbw,32
7,0,379,R Dhawan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
7,0,54,AS Rajpoot,0,1,0,0,0,0,0,0,25,37,3,0,0,0,0,0,75
7,0,255,Kuldeep Yadav,0,1,0,0,0,0,0,0,25,35,1,0,0,0,0,0,25
7,0,516,TA Boult,0,1,0,0,0,0,0,0,24,50,0,0,0,0,0,0,-6
7,1,360,PA Patel,1,0,29,30,3,1,0,0,0,0,0,0,0,0,Kuldeep Yadav,lbw,35
7,1,205,JC Buttler,1,0,26,28,1,2,0,0,0,0,0,0,0,0,AS Rajpoot,lbw,33
7,1,332,N Rana,1,0,30,50,5,3,1,0,0,0,0,0,0,0,AS Rajpoot,caught,69
7,1,400,RG Sharma,1,0,6,2,0,0,0,0,0,0,0,0,0,0,SP Narine,lbw,-4
7,1,232,KA Pollard,1,0,17,17,1,1,0,0,0,0,0,2,0,0,CR Woakes,caught,36
7,1,176,HH Pandya,1,0,11,29,3,2,0,0,0,0,0,2,0,0,0,0,52
7,1,179,Harbhajan Singh,1,1,1,1,0,0,0,0,24,27,0,0,0,0,0,0,1
7,1,239,KH Pandya,1,1,6,11,2,0,0,0,24,24,3,0,0,0,AS Rajpoot,caught,88
7,1,213,JJ Bumrah,0,1,0,0,0,0,0,0,26,39,1,0,0,0,0,0,23
7,1,305,MJ McClenaghan,0,1,0,0,0,0,0,0,28,52,1,1,0,0,0,0,27
7,1,469,SL Malinga,0,1,0,0,0,0,0,0,26,36,2,0,0,0,0,0,50
8,0,483,SR Watson,1,1,4,1,0,0,0,0,12,29,0,0,0,0,AR Patel,bowled,-11
8,0,545,Vishnu Vinod,1,0,12,7,1,0,0,0,0,0,0,0,0,0,Sandeep Sharma,caught,4
8,0,29,AB de Villiers,1,0,49,89,3,9,1,0,0,0,0,0,0,0,0,0,118
8,0,245,KM Jadhav,1,0,4,1,0,0,0,0,0,0,0,0,0,0,VR Aaron,lbw,-5
8,0,320,Mandeep Singh,1,0,34,28,1,1,0,0,0,0,0,0,0,0,VR Aaron,caught,31
8,0,491,STR Binny,1,0,20,18,1,1,0,0,0,0,0,0,0,0,0,0,21
8,0,352,P Negi,0,1,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0
8,0,558,YS Chahal,0,1,0,0,0,0,0,0,21,29,1,0,0,0,0,0,25
8,0,525,TS Mills,0,1,0,0,0,0,0,0,12,24,1,0,0,0,0,0,19
8,0,190,Iqbal Abdulla,0,1,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0
8,0,75,B Stanlake,0,1,0,0,0,0,0,0,25,41,0,0,0,0,0,0,-2
8,1,286,M Vohra,1,0,22,34,4,1,0,0,0,0,0,0,0,0,TS Mills,lbw,40
8,1,177,HM Amla,1,0,39,58,4,3,1,0,0,0,0,0,0,0,0,0,76
8,1,164,GJ Maxwell,1,0,22,43,3,4,0,0,0,0,0,1,0,0,0,0,62
8,1,549,WP Saha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
8,1,313,MP Stoinis,0,1,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0
8,1,512,T Natarajan,0,1,0,0,0,0,0,0,7,13,0,0,0,0,0,0,-6
8,1,539,VR Aaron,0,1,0,0,0,0,0,0,24,22,2,0,0,0,0,0,52
8,1,310,MM Sharma,0,1,0,0,0,0,0,0,24,47,0,0,0,0,0,0,-6
8,1,497,Sandeep Sharma,0,1,0,0,0,0,0,0,25,26,1,0,0,0,0,0,25
8,1,53,AR Patel,1,1,6,9,0,1,0,0,24,12,1,0,0,0,YS Chahal,bowled,42
9,0,51,AP Tare,1,0,6,0,0,0,0,0,0,0,0,0,0,0,DL Chahar,caught,-6
9,0,493,SW Billings,1,0,19,24,4,0,0,0,0,0,0,0,0,0,Imran Tahir,bowled,28
9,0,492,SV Samson,1,0,64,102,8,5,0,1,0,0,0,2,0,0,A Zampa,bowled,152
9,0,408,RR Pant,1,0,22,31,1,2,0,0,0,0,0,3,0,0,0,run out,60
9,0,104,CJ Anderson,1,1,5,2,0,0,0,0,6,10,0,0,0,0,0,0,-8
9,0,103,CH Morris,1,1,9,38,4,3,0,0,13,19,1,2,0,0,0,0,89
9,0,242,KK Nair,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
9,0,9,A Mishra,0,1,0,0,0,0,0,0,18,11,3,1,0,0,0,0,89
9,0,563,Z Khan,0,1,0,0,0,0,0,0,19,20,3,0,0,0,0,0,75
9,0,364,PJ Cummins,0,1,0,0,0,0,0,0,20,25,2,0,0,0,0,0,50
9,0,439,S Nadeem,0,1,0,0,0,0,0,0,25,23,1,1,0,0,0,0,35
9,1,45,AM Rahane,1,0,10,10,0,0,0,0,0,0,0,0,0,0,Z Khan,caught,10
9,1,289,MA Agarwal,1,0,19,20,2,0,0,0,0,0,0,0,0,0,Z Khan,caught,22
9,1,155,F du Plessis,1,0,7,8,1,0,0,0,0,0,0,0,0,0,S Nadeem,caught,9
9,1,395,RA Tripathi,1,0,6,10,2,0,0,0,0,0,0,0,0,0,CH Morris,caught,12
9,1,316,MS Dhoni,1,0,14,11,0,1,0,0,0,0,0,1,0,0,A Mishra,caught,21
9,1,376,R Bhatia,1,1,17,16,0,1,0,0,12,21,0,0,0,0,A Mishra,caught,14
9,1,19,A Zampa,1,1,7,5,1,0,0,0,24,45,1,0,0,0,A Mishra,caught,25
9,1,189,Imran Tahir,1,1,2,0,0,0,0,0,25,25,1,0,0,0,0,0,19
9,1,78,BA Stokes,1,1,5,2,0,0,0,0,24,41,1,0,0,0,PJ Cummins,caught,17
9,1,137,DL Chahar,1,1,6,14,0,2,0,0,20,36,1,0,0,0,Z Khan,caught,39
9,1,27,AB Dinda,1,1,8,7,1,0,0,0,20,37,0,0,0,0,PJ Cummins,caught,2
10,0,427,S Dhawan,1,0,44,48,5,1,0,0,0,0,0,1,0,0,MJ McClenaghan,bowled,63
10,0,123,DA Warner,1,0,34,49,7,2,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,60
10,0,131,DJ Hooda,1,1,10,9,1,0,0,0,12,18,1,0,0,0,Harbhajan Singh,caught,33
10,0,562,Yuvraj Singh,1,0,8,5,1,0,0,0,0,0,0,0,0,0,HH Pandya,bowled,4
10,0,83,BCJ Cutting,1,1,11,20,4,0,0,0,12,18,0,1,0,0,JJ Bumrah,bowled,30
10,0,342,NV Ojha,1,0,10,9,0,0,0,0,0,0,0,0,0,0,JJ Bumrah,caught,9
10,0,537,V Shankar,1,0,2,1,0,0,0,0,0,0,0,0,0,0,SL Malinga,caught,-3
10,0,420,Rashid Khan,1,1,4,2,0,0,0,0,24,20,1,0,0,0,JJ Bumrah,caught and bowled,25
10,0,72,B Kumar,1,1,3,4,0,0,0,0,24,23,3,1,0,0,0,0,89
10,0,12,A Nehra,0,1,0,0,0,0,0,0,24,46,1,0,0,0,0,0,19
10,0,329,Mustafizur Rahman,0,1,0,0,0,0,0,0,17,34,0,0,0,0,0,0,-6
10,1,360,PA Patel,1,0,24,39,7,0,0,0,0,0,0,1,0,0,DJ Hooda,caught,54
10,1,205,JC Buttler,1,0,11,14,3,0,0,0,0,0,0,0,0,0,A Nehra,bowled,17
10,1,400,RG Sharma,1,0,4,4,0,0,0,0,0,0,0,0,0,0,Rashid Khan,lbw,4
10,1,332,N Rana,1,0,37,45,3,2,0,0,0,0,0,1,0,0,B Kumar,bowled,60
10,1,232,KA Pollard,1,0,11,11,0,1,0,0,0,0,0,2,0,0,B Kumar,caught,29
10,1,239,KH Pandya,1,1,20,37,3,3,0,0,8,12,0,0,0,0,B Kumar,caught,44
10,1,176,HH Pandya,1,1,3,2,0,0,0,0,21,24,1,0,0,0,0,0,25
10,1,305,MJ McClenaghan,0,1,0,0,0,0,0,0,24,42,1,0,0,0,0,0,21
10,1,213,JJ Bumrah,0,1,0,0,0,0,0,0,24,24,3,0,0,0,0,0,75
10,1,469,SL Malinga,0,1,0,0,0,0,0,0,25,32,1,0,0,0,0,0,25
10,1,179,Harbhajan Singh,1,1,3,3,0,0,0,0,24,24,2,0,0,0,0,0,53
11,0,177,HM Amla,1,0,28,25,4,0,0,0,0,0,0,0,0,0,C de Grandhomme,caught,29
11,0,286,M Vohra,1,0,23,28,4,1,0,0,0,0,0,0,0,0,PP Chawla,bowled,34
11,0,313,MP Stoinis,1,1,13,9,1,0,0,0,9,15,0,0,0,0,SP Narine,bowled,4
11,0,164,GJ Maxwell,1,1,14,25,3,1,0,0,6,18,0,0,0,0,UT Yadav,caught,24
11,0,122,DA Miller,1,0,20,28,2,2,0,0,0,0,0,0,0,0,UT Yadav,caught,34
11,0,549,WP Saha,1,0,17,25,2,2,0,0,0,0,0,0,0,0,UT Yadav,caught,31
11,0,53,AR Patel,1,1,1,0,0,0,0,0,24,36,1,1,0,0,UT Yadav,caught,25
11,0,310,MM Sharma,1,1,8,10,2,0,0,0,18,30,0,0,0,0,CR Woakes,caught,8
11,0,539,VR Aaron,1,1,6,4,0,0,0,0,14,23,1,0,0,0,CR Woakes,caught,25
11,0,497,Sandeep Sharma,0,1,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0
11,0,184,I Sharma,0,1,0,0,0,0,0,0,14,21,0,0,0,0,0,0,-2
11,1,158,G Gambhir,1,0,52,72,11,0,1,0,0,0,0,2,0,0,0,0,107
11,1,418,RV Uthappa,1,0,16,26,3,1,0,0,0,0,0,1,0,0,AR Patel,bowled,39
11,1,306,MK Pandey,1,0,17,25,2,1,0,0,0,0,0,1,0,0,0,0,37
11,1,454,SA Yadav,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
11,1,98,C de Grandhomme,0,1,0,0,0,0,0,0,14,16,1,0,0,0,0,0,25
11,1,367,PP Chawla,0,1,0,0,0,0,0,0,18,36,1,0,0,0,0,0,19
11,1,480,SP Narine,1,1,19,37,4,3,0,0,27,19,1,1,0,0,VR Aaron,caught,84
11,1,113,CR Woakes,0,1,0,0,0,0,0,0,20,30,2,1,0,0,0,0,56
11,1,531,UT Yadav,0,1,0,0,0,0,0,0,27,33,4,0,0,0,0,0,108
11,1,516,TA Boult,0,1,0,0,0,0,0,0,24,36,0,0,0,0,0,0,-2
12,0,102,CH Gayle,1,0,28,22,2,1,0,0,0,0,0,2,0,0,HH Pandya,caught,42
12,0,534,V Kohli,1,0,48,62,5,2,1,0,0,0,0,0,0,0,MJ McClenaghan,caught,79
12,0,29,AB de Villiers,1,0,22,19,0,1,0,0,0,0,0,1,0,0,KH Pandya,caught,29
12,0,245,KM Jadhav,1,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,9
12,0,352,P Negi,1,1,13,13,0,0,0,0,14,29,0,0,0,0,0,0,7
12,0,320,Mandeep Singh,1,0,1,0,0,0,0,0,0,0,0,1,0,0,MJ McClenaghan,bowled,2
12,0,491,STR Binny,1,1,4,6,0,0,0,0,13,14,1,0,0,0,0,0,31
12,0,558,YS Chahal,0,1,0,0,0,0,0,0,18,34,1,0,0,0,0,0,19
12,0,525,TS Mills,0,1,0,0,0,0,0,0,24,37,0,0,0,0,0,0,-2
12,0,422,S Aravind,0,1,0,0,0,0,0,0,25,21,0,1,0,0,0,0,10
12,0,423,S Badree,0,1,0,0,0,0,0,0,25,10,4,0,0,0,0,0,114
12,1,360,PA Patel,1,0,9,3,0,0,0,0,0,0,0,1,0,0,S Badree,caught,5
12,1,205,JC Buttler,1,0,5,2,0,0,0,0,0,0,0,1,0,0,STR Binny,caught,4
12,1,400,RG Sharma,1,0,2,0,0,0,0,0,0,0,0,1,0,0,S Badree,bowled,2
12,1,332,N Rana,1,0,16,11,1,0,0,0,0,0,0,0,0,0,S Badree,caught,10
12,1,232,KA Pollard,1,0,49,70,3,5,1,0,0,0,0,0,0,0,YS Chahal,caught,91
12,1,239,KH Pandya,1,1,32,37,3,1,0,0,24,25,1,0,0,0,0,0,67
12,1,176,HH Pandya,1,1,5,9,0,1,0,0,12,9,1,0,0,0,0,0,40
12,1,213,JJ Bumrah,0,1,0,0,0,0,0,0,25,40,0,0,0,0,0,0,-2
12,1,305,MJ McClenaghan,1,1,1,0,0,0,0,0,25,20,2,0,0,0,S Badree,caught,48
12,1,179,Harbhajan Singh,0,1,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0
12,1,518,TG Southee,0,1,0,0,0,0,0,0,14,23,0,0,0,0,0,0,-2
13,0,45,AM Rahane,1,0,3,0,0,0,0,0,0,0,0,0,0,0,P Kumar,caught,-6
13,0,395,RA Tripathi,1,0,17,33,3,2,0,0,0,0,0,0,0,0,AJ Tye,caught,40
13,0,481,SPD Smith,1,0,30,43,6,1,0,0,0,0,0,0,0,0,DR Smith,caught,51
13,0,78,BA Stokes,1,1,18,25,2,1,0,0,19,18,0,0,0,0,AJ Tye,bowled,31
13,0,307,MK Tiwary,1,0,28,31,2,1,0,0,0,0,0,0,0,0,AJ Tye,caught,35
13,0,316,MS Dhoni,1,0,8,5,0,0,0,0,0,0,0,0,1,0,RA Jadeja,lbw,15
13,0,63,Ankit Sharma,1,1,16,25,2,1,0,0,6,16,0,0,0,0,AJ Tye,caught,23
13,0,476,SN Thakur,1,1,1,0,0,0,0,0,19,14,1,0,0,0,AJ Tye,bowled,23
13,0,265,LH Ferguson,1,1,1,1,0,0,0,0,26,45,0,0,0,0,0,0,-3
13,0,396,RD Chahar,1,1,2,3,0,0,0,0,18,26,1,1,0,0,0,0,36
13,0,189,Imran Tahir,0,1,0,0,0,0,0,0,24,53,1,0,0,0,0,0,19
13,1,80,BB McCullum,1,0,33,49,5,3,0,0,0,0,0,1,0,0,RD Chahar,stumped,68
13,1,237,KD Karthik,1,0,5,3,0,0,0,0,0,0,0,0,0,0,Imran Tahir,bowled,1
13,1,41,AJ Finch,1,0,20,33,3,2,0,0,0,0,0,2,0,0,0,0,56
13,1,191,Ishan Kishan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
13,1,466,SK Raina,1,1,23,35,4,1,0,0,6,9,0,1,0,0,0,0,47
